PM2.5 AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,AQI Category Numerical,AQI Category
78,3,34,0,1,Moderate
72,1,30,0,1,Moderate
152,4,28,21,2,Unhealthy
96,3,12,9,1,Moderate
46,1,31,9,0,Good
63,1,49,0,1,Moderate
52,1,46,0,1,Moderate
24,1,16,1,0,Good
21,1,19,0,0,Good
58,1,37,0,1,Moderate
58,0,23,0,1,Moderate
39,0,20,1,0,Good
163,3,161,3,2,Unhealthy
32,1,13,1,0,Good
65,1,30,5,1,Moderate
42,2,39,0,0,Good
51,0,21,1,1,Moderate
37,1,12,1,0,Good
37,1,31,8,0,Good
68,2,13,0,1,Moderate
52,2,31,10,1,Moderate
89,1,42,0,1,Moderate
37,1,37,1,0,Good
78,0,28,0,1,Moderate
51,1,12,1,1,Moderate
60,1,15,1,1,Moderate
34,1,34,2,0,Good
37,1,37,0,0,Good
49,1,46,0,0,Good
52,1,41,4,1,Moderate
60,1,15,8,1,Moderate
44,1,33,3,0,Good
38,0,20,0,0,Good
38,1,11,1,0,Good
20,1,14,0,0,Good
131,1,28,2,5,Unhealthy for Sensitive Groups
59,1,17,0,1,Moderate
44,1,3,2,0,Good
69,2,36,6,1,Moderate
150,4,5,12,2,Unhealthy
83,1,21,3,1,Moderate
68,1,21,5,1,Moderate
68,1,35,3,1,Moderate
37,1,37,1,0,Good
77,3,16,0,1,Moderate
38,1,38,0,0,Good
78,1,78,2,1,Moderate
158,4,35,9,2,Unhealthy
64,1,64,0,1,Moderate
154,2,25,7,2,Unhealthy
54,1,45,0,1,Moderate
18,0,18,0,0,Good
50,1,22,0,0,Good
26,1,23,0,0,Good
38,1,36,1,0,Good
47,0,40,0,0,Good
25,0,20,0,0,Good
41,1,41,2,0,Good
85,2,18,4,1,Moderate
83,1,49,2,1,Moderate
73,1,7,5,1,Moderate
89,2,40,2,1,Moderate
76,1,36,2,1,Moderate
117,4,4,39,5,Unhealthy for Sensitive Groups
55,2,7,7,1,Moderate
152,3,123,1,2,Unhealthy
63,3,26,1,1,Moderate
70,1,33,2,1,Moderate
85,3,9,33,1,Moderate
39,1,39,4,0,Good
163,1,41,0,2,Unhealthy
52,1,42,3,1,Moderate
49,1,42,2,0,Good
30,1,30,2,0,Good
58,1,19,1,1,Moderate
92,2,21,14,1,Moderate
71,1,31,3,1,Moderate
35,1,35,2,0,Good
54,2,11,0,1,Moderate
154,2,154,1,2,Unhealthy
92,1,43,0,1,Moderate
42,1,28,4,0,Good
138,0,25,0,5,Unhealthy for Sensitive Groups
60,1,33,0,1,Moderate
54,2,30,11,1,Moderate
51,1,30,5,1,Moderate
68,1,31,7,1,Moderate
58,1,52,2,1,Moderate
139,2,10,8,5,Unhealthy for Sensitive Groups
54,1,23,1,1,Moderate
92,0,26,0,1,Moderate
14,0,14,0,0,Good
77,0,27,0,1,Moderate
33,1,31,5,0,Good
31,1,31,0,0,Good
53,1,47,1,1,Moderate
50,1,31,0,0,Good
57,1,24,10,1,Moderate
44,1,12,2,0,Good
34,0,34,0,0,Good
42,1,40,1,0,Good
87,1,24,3,1,Moderate
61,1,11,10,1,Moderate
34,1,34,0,0,Good
77,1,9,2,1,Moderate
90,1,15,5,1,Moderate
75,0,22,0,1,Moderate
115,3,8,31,5,Unhealthy for Sensitive Groups
203,1,89,1,3,Very Unhealthy
51,1,51,1,1,Moderate
29,1,29,1,0,Good
163,1,34,0,2,Unhealthy
147,3,147,1,5,Unhealthy for Sensitive Groups
156,1,26,0,2,Unhealthy
80,1,31,2,1,Moderate
42,1,25,1,0,Good
50,1,20,2,0,Good
45,1,33,3,0,Good
58,2,21,14,1,Moderate
33,0,33,1,0,Good
35,0,35,0,0,Good
198,1,87,0,2,Unhealthy
192,2,135,1,2,Unhealthy
58,1,26,5,1,Moderate
26,0,26,0,0,Good
113,1,46,4,5,Unhealthy for Sensitive Groups
60,2,28,6,1,Moderate
56,1,22,4,1,Moderate
33,0,33,1,0,Good
50,0,23,0,0,Good
136,1,26,0,5,Unhealthy for Sensitive Groups
37,1,27,4,0,Good
97,3,12,1,1,Moderate
40,1,40,1,0,Good
127,1,42,0,5,Unhealthy for Sensitive Groups
66,1,37,3,1,Moderate
167,5,5,19,2,Unhealthy
66,1,47,0,1,Moderate
14,0,14,0,0,Good
41,1,41,1,0,Good
74,1,8,3,1,Moderate
27,1,27,3,0,Good
98,5,8,39,1,Moderate
88,2,21,4,1,Moderate
169,6,1,20,2,Unhealthy
53,1,6,1,1,Moderate
75,2,34,6,1,Moderate
135,3,21,5,5,Unhealthy for Sensitive Groups
35,1,18,0,0,Good
139,2,48,1,5,Unhealthy for Sensitive Groups
192,1,35,0,2,Unhealthy
66,1,41,2,1,Moderate
34,0,24,0,0,Good
31,1,31,1,0,Good
151,3,136,0,2,Unhealthy
79,1,36,1,1,Moderate
74,1,46,1,1,Moderate
51,1,41,0,1,Moderate
66,3,45,3,1,Moderate
29,1,29,2,0,Good
34,0,34,0,0,Good
31,1,31,4,0,Good
52,2,28,6,1,Moderate
16,0,16,0,0,Good
27,0,21,0,0,Good
180,2,59,0,2,Unhealthy
67,2,61,0,1,Moderate
34,1,34,0,0,Good
53,1,36,1,1,Moderate
66,1,41,1,1,Moderate
63,1,32,1,1,Moderate
41,0,41,0,0,Good
35,1,35,1,0,Good
56,1,17,5,1,Moderate
34,0,23,1,0,Good
141,1,41,1,5,Unhealthy for Sensitive Groups
47,1,36,3,0,Good
59,1,28,3,1,Moderate
52,1,45,2,1,Moderate
44,1,18,0,0,Good
50,1,35,0,0,Good
50,1,38,4,0,Good
32,1,32,2,0,Good
34,1,29,4,0,Good
65,1,49,2,1,Moderate
196,1,37,0,2,Unhealthy
31,1,31,0,0,Good
53,2,18,11,1,Moderate
86,3,86,1,1,Moderate
36,1,36,0,0,Good
32,1,32,2,0,Good
56,1,56,0,1,Moderate
51,1,24,5,1,Moderate
91,1,29,4,1,Moderate
79,1,29,0,1,Moderate
61,1,25,4,1,Moderate
30,0,16,1,0,Good
36,1,36,0,0,Good
82,2,8,6,1,Moderate
18,1,13,0,0,Good
62,2,2,12,1,Moderate
35,1,32,4,0,Good
67,1,22,5,1,Moderate
70,1,18,7,1,Moderate
122,3,2,10,5,Unhealthy for Sensitive Groups
17,1,3,0,0,Good
78,3,0,6,1,Moderate
175,2,85,0,2,Unhealthy
54,1,39,0,1,Moderate
259,12,9,8,3,Very Unhealthy
33,1,33,5,0,Good
175,7,12,19,2,Unhealthy
117,1,43,1,5,Unhealthy for Sensitive Groups
51,2,30,4,1,Moderate
52,0,23,0,1,Moderate
51,1,35,0,1,Moderate
94,1,94,0,1,Moderate
72,2,20,11,1,Moderate
59,1,44,0,1,Moderate
37,1,37,0,0,Good
69,1,69,0,1,Moderate
62,1,38,3,1,Moderate
45,1,31,5,0,Good
38,1,30,1,0,Good
50,1,41,1,0,Good
58,1,47,0,1,Moderate
45,1,45,0,0,Good
151,5,14,10,2,Unhealthy
31,1,15,0,0,Good
20,0,20,0,0,Good
180,6,39,13,2,Unhealthy
43,1,43,0,0,Good
53,1,39,2,1,Moderate
59,1,21,1,1,Moderate
75,1,55,0,1,Moderate
44,1,44,0,0,Good
61,1,43,5,1,Moderate
158,5,19,14,2,Unhealthy
58,1,55,0,1,Moderate
51,1,30,1,1,Moderate
52,1,27,7,1,Moderate
57,1,32,2,1,Moderate
40,1,40,0,0,Good
44,1,44,0,0,Good
62,1,56,0,1,Moderate
53,2,20,4,1,Moderate
55,1,12,0,1,Moderate
38,1,38,1,0,Good
40,1,40,0,0,Good
19,0,15,2,0,Good
62,1,59,0,1,Moderate
56,1,47,0,1,Moderate
152,4,25,20,2,Unhealthy
51,2,43,2,1,Moderate
71,2,43,5,1,Moderate
37,1,37,2,0,Good
94,3,20,20,1,Moderate
55,1,13,1,1,Moderate
45,0,22,0,0,Good
33,1,33,1,0,Good
132,0,27,0,5,Unhealthy for Sensitive Groups
211,2,98,1,3,Very Unhealthy
199,1,50,0,2,Unhealthy
169,5,169,9,2,Unhealthy
168,3,168,2,2,Unhealthy
22,1,10,1,0,Good
71,1,45,3,1,Moderate
69,2,17,2,1,Moderate
39,1,28,0,0,Good
156,3,156,1,2,Unhealthy
51,1,45,0,1,Moderate
182,2,128,1,2,Unhealthy
266,12,43,13,3,Very Unhealthy
38,1,38,0,0,Good
72,1,35,0,1,Moderate
76,2,29,1,1,Moderate
57,1,33,0,1,Moderate
58,0,20,0,1,Moderate
50,1,43,3,0,Good
32,1,26,5,0,Good
58,2,23,14,1,Moderate
113,1,39,0,5,Unhealthy for Sensitive Groups
165,4,144,2,2,Unhealthy
160,3,118,1,2,Unhealthy
59,1,32,3,1,Moderate
128,3,78,1,5,Unhealthy for Sensitive Groups
162,3,131,2,2,Unhealthy
36,1,36,0,0,Good
19,0,17,0,0,Good
75,1,40,1,1,Moderate
79,2,15,23,1,Moderate
51,1,32,2,1,Moderate
53,2,25,12,1,Moderate
89,2,14,20,1,Moderate
42,1,42,2,0,Good
178,2,49,2,2,Unhealthy
162,1,69,1,2,Unhealthy
83,0,24,0,1,Moderate
57,1,16,0,1,Moderate
67,1,67,0,1,Moderate
33,1,28,1,0,Good
47,1,20,3,0,Good
60,1,17,9,1,Moderate
39,1,28,4,0,Good
46,1,32,0,0,Good
38,0,15,0,0,Good
30,1,30,0,0,Good
43,1,28,1,0,Good
47,1,47,1,0,Good
24,0,24,0,0,Good
68,0,24,0,1,Moderate
113,1,27,2,5,Unhealthy for Sensitive Groups
62,2,10,6,1,Moderate
53,1,17,0,1,Moderate
69,2,7,7,1,Moderate
62,2,18,3,1,Moderate
40,1,17,7,0,Good
151,0,31,0,2,Unhealthy
32,0,32,0,0,Good
38,1,29,3,0,Good
68,1,45,0,1,Moderate
165,1,75,1,2,Unhealthy
107,2,61,1,5,Unhealthy for Sensitive Groups
42,1,42,1,0,Good
82,2,9,30,1,Moderate
28,0,11,1,0,Good
37,1,37,0,0,Good
37,1,28,3,0,Good
37,1,37,0,0,Good
51,1,43,1,1,Moderate
60,1,39,0,1,Moderate
55,1,15,0,1,Moderate
155,3,11,11,2,Unhealthy
31,1,15,0,0,Good
26,1,26,1,0,Good
35,1,24,4,0,Good
40,1,40,2,0,Good
63,1,24,11,1,Moderate
80,3,26,0,1,Moderate
64,1,42,0,1,Moderate
43,1,33,1,0,Good
52,1,40,1,1,Moderate
156,1,42,0,2,Unhealthy
154,0,30,0,2,Unhealthy
42,1,42,0,0,Good
97,1,20,0,1,Moderate
46,1,23,8,0,Good
66,2,20,1,1,Moderate
33,1,32,1,0,Good
31,1,31,0,0,Good
154,1,45,0,2,Unhealthy
28,0,28,2,0,Good
30,0,30,0,0,Good
61,1,13,0,1,Moderate
46,1,29,2,0,Good
53,1,36,0,1,Moderate
64,2,32,0,1,Moderate
27,0,27,1,0,Good
46,1,46,2,0,Good
41,0,19,0,0,Good
81,2,16,3,1,Moderate
55,1,18,6,1,Moderate
40,1,24,3,0,Good
52,1,23,9,1,Moderate
52,1,14,4,1,Moderate
56,0,29,1,1,Moderate
42,1,42,1,0,Good
54,1,28,1,1,Moderate
31,0,31,1,0,Good
151,3,144,13,2,Unhealthy
53,1,43,0,1,Moderate
11,1,2,0,0,Good
40,1,40,0,0,Good
46,1,32,8,0,Good
28,1,28,0,0,Good
159,1,81,0,2,Unhealthy
34,0,34,1,0,Good
115,4,3,15,5,Unhealthy for Sensitive Groups
227,1,47,0,3,Very Unhealthy
155,1,35,0,2,Unhealthy
42,1,24,0,0,Good
50,1,28,8,0,Good
71,1,40,4,1,Moderate
65,1,28,0,1,Moderate
38,1,30,1,0,Good
51,0,25,0,1,Moderate
57,1,32,1,1,Moderate
43,1,43,1,0,Good
37,1,37,1,0,Good
52,1,52,1,1,Moderate
144,5,3,35,5,Unhealthy for Sensitive Groups
53,1,44,4,1,Moderate
209,2,154,1,3,Very Unhealthy
17,0,11,1,0,Good
29,1,14,1,0,Good
30,0,30,1,0,Good
63,2,15,5,1,Moderate
35,1,35,0,0,Good
31,0,13,1,0,Good
25,1,18,0,0,Good
67,1,41,0,1,Moderate
41,1,18,0,0,Good
53,1,40,1,1,Moderate
43,1,3,2,0,Good
55,1,7,1,1,Moderate
44,1,44,1,0,Good
152,1,29,1,2,Unhealthy
60,1,41,0,1,Moderate
28,0,28,0,0,Good
52,1,2,3,1,Moderate
66,1,28,0,1,Moderate
28,1,28,2,0,Good
58,1,15,3,1,Moderate
39,1,14,0,0,Good
67,1,23,2,1,Moderate
42,1,31,0,0,Good
125,0,31,0,5,Unhealthy for Sensitive Groups
64,1,37,0,1,Moderate
59,2,5,5,1,Moderate
179,3,179,2,2,Unhealthy
60,3,59,1,1,Moderate
54,2,12,17,1,Moderate
36,1,29,3,0,Good
37,0,37,1,0,Good
51,2,23,0,1,Moderate
164,1,37,0,2,Unhealthy
27,1,27,2,0,Good
94,3,24,3,1,Moderate
246,1,44,0,3,Very Unhealthy
29,1,29,0,0,Good
33,0,26,0,0,Good
33,1,26,2,0,Good
93,2,46,1,1,Moderate
76,1,23,2,1,Moderate
36,1,33,3,0,Good
49,1,31,0,0,Good
31,0,31,0,0,Good
39,0,19,1,0,Good
59,2,46,0,1,Moderate
157,3,21,15,2,Unhealthy
202,1,46,0,3,Very Unhealthy
35,1,35,2,0,Good
60,0,31,0,1,Moderate
42,1,23,3,0,Good
66,2,26,10,1,Moderate
30,1,30,3,0,Good
30,1,30,3,0,Good
37,1,37,1,0,Good
22,0,12,0,0,Good
167,7,46,23,2,Unhealthy
67,1,67,0,1,Moderate
31,1,31,1,0,Good
87,1,20,1,1,Moderate
31,1,28,4,0,Good
139,2,13,7,5,Unhealthy for Sensitive Groups
42,1,19,0,0,Good
17,0,17,0,0,Good
19,0,19,0,0,Good
26,0,15,0,0,Good
35,1,28,2,0,Good
250,1,49,0,3,Very Unhealthy
153,3,107,1,2,Unhealthy
75,2,48,1,1,Moderate
148,5,98,5,5,Unhealthy for Sensitive Groups
58,1,14,16,1,Moderate
58,1,36,1,1,Moderate
39,0,32,1,0,Good
48,1,24,0,0,Good
206,6,206,5,3,Very Unhealthy
18,0,18,0,0,Good
73,2,15,21,1,Moderate
37,1,26,0,0,Good
73,1,18,1,1,Moderate
18,0,18,0,0,Good
53,2,23,7,1,Moderate
23,0,23,0,0,Good
145,2,145,4,5,Unhealthy for Sensitive Groups
57,1,57,1,1,Moderate
30,0,26,0,0,Good
44,1,35,0,0,Good
72,2,13,24,1,Moderate
188,2,127,3,2,Unhealthy
60,2,39,1,1,Moderate
68,1,37,2,1,Moderate
27,1,27,3,0,Good
62,1,55,2,1,Moderate
40,1,32,1,0,Good
42,1,28,4,0,Good
78,2,4,13,1,Moderate
133,4,0,16,5,Unhealthy for Sensitive Groups
191,1,40,0,2,Unhealthy
247,1,53,0,3,Very Unhealthy
167,4,137,2,2,Unhealthy
85,1,29,4,1,Moderate
47,1,47,6,0,Good
123,4,5,48,5,Unhealthy for Sensitive Groups
33,1,15,12,0,Good
94,4,21,2,1,Moderate
27,0,27,0,0,Good
57,0,30,0,1,Moderate
64,1,39,1,1,Moderate
57,1,32,2,1,Moderate
70,1,41,6,1,Moderate
55,1,37,2,1,Moderate
54,0,22,0,1,Moderate
39,1,39,3,0,Good
72,1,43,1,1,Moderate
32,1,32,0,0,Good
39,1,39,0,0,Good
60,1,40,1,1,Moderate
55,1,25,3,1,Moderate
47,1,47,0,0,Good
44,1,14,5,0,Good
40,1,20,4,0,Good
64,2,17,25,1,Moderate
82,2,7,21,1,Moderate
70,0,34,0,1,Moderate
70,1,36,0,1,Moderate
119,2,30,7,5,Unhealthy for Sensitive Groups
39,1,39,0,0,Good
151,2,7,8,2,Unhealthy
44,1,37,1,0,Good
49,1,26,1,0,Good
28,0,28,0,0,Good
257,1,56,1,3,Very Unhealthy
152,1,35,0,2,Unhealthy
35,1,14,1,0,Good
27,0,14,0,0,Good
58,1,47,1,1,Moderate
47,1,16,2,0,Good
31,1,31,0,0,Good
73,2,8,23,1,Moderate
41,1,41,4,0,Good
93,2,17,7,1,Moderate
255,2,18,10,3,Very Unhealthy
36,1,7,0,0,Good
33,1,30,1,0,Good
34,0,34,2,0,Good
34,1,32,2,0,Good
94,2,23,0,1,Moderate
59,2,44,3,1,Moderate
38,1,38,3,0,Good
20,1,20,0,0,Good
132,3,109,2,5,Unhealthy for Sensitive Groups
37,1,37,0,0,Good
33,0,33,1,0,Good
30,1,27,6,0,Good
46,1,26,0,0,Good
49,1,23,0,0,Good
169,1,40,0,2,Unhealthy
63,1,25,4,1,Moderate
64,2,16,18,1,Moderate
91,5,15,2,1,Moderate
181,2,136,1,2,Unhealthy
29,1,29,1,0,Good
65,1,47,0,1,Moderate
33,0,27,2,0,Good
30,1,7,2,0,Good
44,1,26,2,0,Good
79,3,6,26,1,Moderate
37,1,19,4,0,Good
69,1,24,3,1,Moderate
217,13,0,39,3,Very Unhealthy
38,1,27,1,0,Good
500,1,62,2,4,Hazardous
34,1,24,3,0,Good
35,1,30,8,0,Good
30,1,28,2,0,Good
61,1,33,2,1,Moderate
74,2,13,19,1,Moderate
106,1,22,0,5,Unhealthy for Sensitive Groups
38,1,38,2,0,Good
66,2,16,16,1,Moderate
15,0,15,0,0,Good
75,1,34,4,1,Moderate
62,1,31,1,1,Moderate
57,0,21,0,1,Moderate
41,1,26,2,0,Good
64,1,34,2,1,Moderate
71,1,25,2,1,Moderate
59,1,31,3,1,Moderate
35,0,35,1,0,Good
164,2,37,3,2,Unhealthy
159,1,32,0,2,Unhealthy
37,1,25,4,0,Good
44,1,38,4,0,Good
75,2,22,16,1,Moderate
33,0,29,1,0,Good
80,1,16,11,1,Moderate
29,0,18,0,0,Good
94,2,43,4,1,Moderate
110,3,7,10,5,Unhealthy for Sensitive Groups
17,1,13,0,0,Good
43,1,43,2,0,Good
22,0,16,0,0,Good
16,0,16,0,0,Good
21,0,14,0,0,Good
189,3,85,3,2,Unhealthy
33,0,18,0,0,Good
31,1,14,2,0,Good
186,1,93,1,2,Unhealthy
35,0,18,0,0,Good
301,3,153,2,4,Hazardous
500,1,40,2,4,Hazardous
33,1,27,2,0,Good
163,2,8,14,2,Unhealthy
10,0,6,1,0,Good
89,0,23,0,1,Moderate
91,5,14,2,1,Moderate
150,3,144,0,2,Unhealthy
30,1,19,1,0,Good
50,1,37,1,0,Good
52,0,23,0,1,Moderate
45,1,18,0,0,Good
142,3,91,5,5,Unhealthy for Sensitive Groups
30,1,30,1,0,Good
56,2,19,11,1,Moderate
198,15,0,24,2,Unhealthy
24,0,15,0,0,Good
500,1,45,2,4,Hazardous
39,1,18,9,0,Good
30,0,30,1,0,Good
50,1,10,4,0,Good
64,2,9,14,1,Moderate
51,1,30,0,1,Moderate
58,2,25,11,1,Moderate
170,1,38,0,2,Unhealthy
155,1,32,0,2,Unhealthy
44,1,39,1,0,Good
71,1,37,2,1,Moderate
65,1,35,3,1,Moderate
235,6,235,8,3,Very Unhealthy
57,1,29,6,1,Moderate
167,4,167,3,2,Unhealthy
45,1,30,3,0,Good
70,2,7,5,1,Moderate
33,1,18,2,0,Good
69,1,42,1,1,Moderate
28,3,7,18,0,Good
54,1,28,5,1,Moderate
45,1,7,3,0,Good
23,1,14,0,0,Good
50,1,35,3,0,Good
81,2,41,0,1,Moderate
155,3,83,1,2,Unhealthy
91,2,83,1,1,Moderate
29,1,5,3,0,Good
76,2,13,26,1,Moderate
90,1,72,0,1,Moderate
61,1,17,0,1,Moderate
90,2,73,1,1,Moderate
116,3,41,13,5,Unhealthy for Sensitive Groups
127,2,37,13,5,Unhealthy for Sensitive Groups
58,1,40,1,1,Moderate
89,2,39,9,1,Moderate
49,2,39,0,0,Good
39,0,30,0,0,Good
61,2,43,1,1,Moderate
61,0,31,0,1,Moderate
38,0,24,0,0,Good
40,1,40,0,0,Good
22,0,22,0,0,Good
39,0,11,2,0,Good
160,1,42,0,2,Unhealthy
38,1,36,3,0,Good
37,1,3,5,0,Good
51,1,30,1,1,Moderate
70,2,27,7,1,Moderate
39,1,20,7,0,Good
75,3,9,14,1,Moderate
64,1,42,0,1,Moderate
34,1,34,1,0,Good
59,2,7,4,1,Moderate
91,1,62,0,1,Moderate
43,1,33,5,0,Good
176,2,113,0,2,Unhealthy
52,1,29,3,1,Moderate
36,0,34,1,0,Good
59,1,27,7,1,Moderate
38,1,30,2,0,Good
63,1,30,2,1,Moderate
88,2,20,16,1,Moderate
59,1,25,14,1,Moderate
46,1,6,3,0,Good
82,2,18,30,1,Moderate
38,1,38,2,0,Good
26,1,16,3,0,Good
76,3,18,1,1,Moderate
36,1,26,2,0,Good
48,1,48,1,0,Good
50,1,41,4,0,Good
54,1,31,5,1,Moderate
26,0,26,0,0,Good
47,1,32,1,0,Good
87,1,45,0,1,Moderate
59,1,37,1,1,Moderate
124,1,124,0,5,Unhealthy for Sensitive Groups
85,0,26,0,1,Moderate
89,3,7,11,1,Moderate
113,2,20,9,5,Unhealthy for Sensitive Groups
37,1,37,0,0,Good
247,16,0,46,3,Very Unhealthy
30,1,29,1,0,Good
47,1,22,3,0,Good
62,0,23,0,1,Moderate
36,1,36,0,0,Good
28,0,7,1,0,Good
171,5,171,3,2,Unhealthy
143,0,31,0,5,Unhealthy for Sensitive Groups
55,1,55,0,1,Moderate
131,1,33,1,5,Unhealthy for Sensitive Groups
33,0,22,0,0,Good
181,3,22,6,2,Unhealthy
46,1,26,1,0,Good
190,3,190,2,2,Unhealthy
32,0,29,2,0,Good
41,1,41,0,0,Good
152,7,14,4,2,Unhealthy
31,0,29,1,0,Good
30,1,28,2,0,Good
43,1,39,3,0,Good
63,2,3,5,1,Moderate
63,2,26,8,1,Moderate
51,1,33,1,1,Moderate
29,1,8,2,0,Good
31,1,13,1,0,Good
151,0,43,0,2,Unhealthy
93,1,44,0,1,Moderate
175,10,11,4,2,Unhealthy
31,0,29,1,0,Good
50,2,10,1,0,Good
34,1,23,3,0,Good
348,3,79,7,4,Hazardous
184,1,46,0,2,Unhealthy
33,1,31,0,0,Good
42,1,35,3,0,Good
56,1,31,0,1,Moderate
54,1,35,0,1,Moderate
35,1,26,3,0,Good
26,0,20,0,0,Good
39,1,14,0,0,Good
58,1,32,2,1,Moderate
26,0,12,0,0,Good
394,2,132,3,4,Hazardous
36,2,32,1,0,Good
55,0,21,1,1,Moderate
79,1,22,1,1,Moderate
30,0,28,1,0,Good
46,0,22,0,0,Good
19,0,19,0,0,Good
38,1,30,3,0,Good
18,1,8,1,0,Good
17,0,17,0,0,Good
41,1,37,2,0,Good
63,1,10,1,1,Moderate
39,0,34,0,0,Good
154,3,92,4,2,Unhealthy
28,1,4,0,0,Good
81,2,33,6,1,Moderate
46,1,46,0,0,Good
134,2,114,5,5,Unhealthy for Sensitive Groups
75,2,9,7,1,Moderate
54,1,20,2,1,Moderate
63,2,16,18,1,Moderate
201,3,201,4,3,Very Unhealthy
61,1,31,1,1,Moderate
97,2,48,1,1,Moderate
26,0,23,0,0,Good
62,0,24,0,1,Moderate
218,0,33,0,3,Very Unhealthy
59,1,36,0,1,Moderate
34,0,34,0,0,Good
42,1,35,2,0,Good
51,2,34,8,1,Moderate
51,1,22,5,1,Moderate
65,2,4,5,1,Moderate
77,1,24,1,1,Moderate
51,1,34,1,1,Moderate
96,2,82,0,1,Moderate
18,0,18,1,0,Good
24,0,11,1,0,Good
125,0,42,0,5,Unhealthy for Sensitive Groups
214,3,155,2,3,Very Unhealthy
41,1,41,0,0,Good
173,6,7,10,2,Unhealthy
141,2,141,0,5,Unhealthy for Sensitive Groups
40,1,40,3,0,Good
38,1,38,0,0,Good
65,1,39,1,1,Moderate
50,1,31,8,0,Good
54,2,6,17,1,Moderate
51,1,30,9,1,Moderate
196,3,196,3,2,Unhealthy
59,1,28,3,1,Moderate
252,1,45,0,3,Very Unhealthy
73,2,14,21,1,Moderate
41,1,28,3,0,Good
38,1,33,2,0,Good
28,0,23,0,0,Good
59,2,28,13,1,Moderate
101,1,64,0,5,Unhealthy for Sensitive Groups
56,1,17,0,1,Moderate
68,1,25,3,1,Moderate
38,1,38,0,0,Good
32,0,32,3,0,Good
54,1,28,5,1,Moderate
35,1,5,4,0,Good
35,1,35,0,0,Good
36,0,34,1,0,Good
109,1,28,2,5,Unhealthy for Sensitive Groups
38,1,17,2,0,Good
29,0,29,0,0,Good
62,1,32,1,1,Moderate
120,3,35,6,5,Unhealthy for Sensitive Groups
28,1,19,4,0,Good
152,7,16,7,2,Unhealthy
40,1,40,2,0,Good
25,0,25,0,0,Good
159,4,23,15,2,Unhealthy
139,5,22,8,5,Unhealthy for Sensitive Groups
24,1,18,0,0,Good
46,1,46,0,0,Good
76,1,47,0,1,Moderate
19,1,13,0,0,Good
45,1,15,1,0,Good
131,3,25,7,5,Unhealthy for Sensitive Groups
95,1,95,1,1,Moderate
22,0,22,0,0,Good
75,1,54,0,1,Moderate
40,1,40,0,0,Good
71,0,23,0,1,Moderate
53,1,32,0,1,Moderate
30,0,30,1,0,Good
33,1,25,0,0,Good
73,1,73,0,1,Moderate
68,1,40,1,1,Moderate
161,1,47,0,2,Unhealthy
85,2,19,2,1,Moderate
62,1,48,0,1,Moderate
50,1,33,0,0,Good
37,0,33,1,0,Good
171,7,9,25,2,Unhealthy
108,2,13,17,5,Unhealthy for Sensitive Groups
35,0,35,0,0,Good
39,1,12,1,0,Good
38,1,38,0,0,Good
52,1,30,0,1,Moderate
39,1,21,7,0,Good
75,1,48,4,1,Moderate
41,1,41,0,0,Good
62,2,11,6,1,Moderate
45,1,45,0,0,Good
53,1,25,0,1,Moderate
37,0,34,1,0,Good
39,1,39,1,0,Good
48,1,31,2,0,Good
37,0,33,1,0,Good
52,1,27,3,1,Moderate
43,1,24,4,0,Good
114,1,33,0,5,Unhealthy for Sensitive Groups
26,1,3,1,0,Good
64,1,49,2,1,Moderate
60,1,13,1,1,Moderate
56,2,1,0,1,Moderate
178,2,127,1,2,Unhealthy
58,1,36,3,1,Moderate
32,1,32,0,0,Good
140,2,127,0,5,Unhealthy for Sensitive Groups
155,3,96,2,2,Unhealthy
31,1,30,3,0,Good
33,1,33,2,0,Good
32,0,24,7,0,Good
68,1,42,1,1,Moderate
32,1,32,2,0,Good
217,1,46,0,3,Very Unhealthy
159,1,27,3,2,Unhealthy
202,5,202,3,3,Very Unhealthy
99,2,31,5,1,Moderate
102,1,48,0,5,Unhealthy for Sensitive Groups
45,0,31,1,0,Good
58,3,11,0,1,Moderate
138,3,135,2,5,Unhealthy for Sensitive Groups
30,1,30,2,0,Good
18,0,7,1,0,Good
38,1,38,0,0,Good
38,0,33,2,0,Good
38,1,26,0,0,Good
65,1,19,0,1,Moderate
32,1,10,2,0,Good
32,1,31,0,0,Good
33,0,32,3,0,Good
94,2,18,2,1,Moderate
64,1,25,4,1,Moderate
102,3,22,2,5,Unhealthy for Sensitive Groups
65,1,17,6,1,Moderate
85,1,29,1,1,Moderate
33,1,25,7,0,Good
66,2,8,8,1,Moderate
111,1,38,1,5,Unhealthy for Sensitive Groups
104,1,34,5,5,Unhealthy for Sensitive Groups
58,0,23,0,1,Moderate
129,1,47,1,5,Unhealthy for Sensitive Groups
154,5,1,20,2,Unhealthy
35,1,28,4,0,Good
35,2,34,5,0,Good
38,1,30,2,0,Good
77,1,32,0,1,Moderate
130,1,23,2,5,Unhealthy for Sensitive Groups
53,1,43,2,1,Moderate
34,1,28,4,0,Good
87,7,16,3,1,Moderate
21,1,17,0,0,Good
54,1,40,5,1,Moderate
47,1,8,0,0,Good
63,1,37,1,1,Moderate
36,1,36,2,0,Good
54,1,33,0,1,Moderate
37,1,37,0,0,Good
30,1,30,1,0,Good
38,1,30,3,0,Good
37,1,37,1,0,Good
110,2,16,5,5,Unhealthy for Sensitive Groups
